sentence,label
BRENNTAGWE are working continuously to further enhance safety within BRENNTAGWE .,0
"As part of BRENNTAG SE business ac -tivities , BRENNTAG SE consume water , electricity and different types of fuel , while producing waste , waste water and various emissions .",0
Here Deutsche Post DHL Group rank among the top postal companies .,0
"management process & materiality analysisPwC Deutsche Post DHL Group goal is to become a b enchmark company for responsible business ; to do become , Deutsche Post DHL Group wa nt to continually i m prove Deutsche Post DHL Group CR p erformance in a wa y that can be quantified and communicated clearly and transparently .",1
"Consequently , HSE is an important part in the integration process for mergers and acquisitions .",0
"With OUR CODE OF CONDUCT OUR CODE OF CONDUCT The Code of Conduct , Deutsche Post DHL Group focus on offering additional savings potentials that go beyond what the customer would achieve without Deutsche Post DHL Group support .",1
BRENNTAGWE will report figures for BRENNTAGWE for 2016 from the 2016 financial year onwards.7,0
"Contivation is also available ‚Äì a platform on which Continental A G employees post , discuss and deve lop Continental employees innovative product ideas .",0
"Moreover , the European Green Deal means the EU will push to become climate neutral by 2050 , and China has pledged to reach ‚Äú peak carbon ‚Äù by 2030 on the way to China goal of carbon neutrality by 2060 .",0
Black Lives MatterWe have endorsed the Black Lives Matter movement and stand in solidarity with all Americans and all people in the fight for equality .,0
"In its plenary meeting , ROGER CROOK , MEMBER OF BOARD OF MANAGEMENT , GLOBAL FORWARDING , FREIGHT028HOMEPAGE speaks about the challenges and the joy that comes from helping children around the world ’s find a family and a home .",0
"In DHL Express Data Privacy Policy , DHL Express have laid down standards which DHL Express apply Group wide .",0
Continental A G has no legal extended producer responsibility for com ponents Continental A G supplies to OEMs .,0
"the Executive Board discusses and resolves further measures , and reports to the Supervisory Board ‚Äôs Audit Committee .",0
"Deutsche Post DHL Group wa nt to use Deutsche Post DHL Group fin dings to further enhance the supplier evaluation process by , for example , taking account of factors specific to the countries in w hich Deutsche Post DHL Group suppliers operate .",1
"To are , Deutsche Post engage with stakeholders on a continuous basis and , in the process , gain new insights and ideas that flow into shaping measures and strategic formulations and defining the thematic focus of Deutsche Post reports .",0
"But as the business world becomes more and more digitized , the company continue to promote paperless work environments and are doing what the company can to reduce the unnecessary use of paper wherever and whenever possible .",1
Continental AG consider growth in value in terms of the Continental Value Contribution ( CVC ) system described in the Corporate Management section .,0
the Executive Board have developed a concept for water risk areas in order to achieve a more targeted response to water risks .,0
"While women ‚Äôs representation at Deutsche Postbank AG is not where We wants women ‚Äôs representation at Deuts che Bank to be , HR continues to monitor and report on progress made to Deutsche Bank .",0
Deutsche Bank also help build strong and inclusive communities ( * ) wherever Deutsche Bank do business .,1
learnings from the Allianz Engagement Survey include:‚Ä¢ ALLIANZ GROUP saw a generally positive trend across all questions in the AllianzGI Green Bond Fund ( +2ppt ) which shows that ALLIANZ GROUP are progressing well with ALLIANZ GROUP change journey and towards a truly customer centric culture .,0
"A SUSTAINABLE BUSINESS MODELThrough chemical leasing , Brenntag AG offers Brenntag AG customers an innovative , service - oriented and sustainable business model whereby customers pay for the benefit which customers realize through a chemical product .",0
All third party transport services purchased by the company are included in category 4 .,0
"SDG 10 113 Deutsche Bank Appendix Non Financial Report 2020 GRI and UN Global Compact GRI Standards and Disclosures Non Financial Report and/or Link to Sourc e Remarks / Omissions SDG and UN Reference Society disclosures Local communities FS14 Initiatives to improve access to financial services for disadvantaged people Digitization and innovation Access and inclusion ‚Äì Accessibility Access and inclusion ‚Äì Financial inclusion Access and inclusion ‚Äì Financial literacy Partly reported : Deutsche Bank do not indicate the availability of documents that address the degree to which Deutsche Bank have adapted facilities and methods of providing standard service offerings to support disadvantaged people . SDG 8 , 10 114 Deutsche Bank Appendix Non Financial Report 2020 Principles for Responsible Banking Principles for Responsible Banking",1
